Pbr-3Re2-7_06785;6-aminohexanoate-dimer hydrolase;Pbr-51MFCVI2_09415;6-aminohexanoate-dimer hydrolase;Pbr-BS3663_29010;6-aminohexanoate-dimer hydrolase;Pbr-L13-6-12_09785;6-aminohexanoate-dimer hydrolase;Pbr-LBUM300_08170;6-aminohexanoate-dimer hydrolase;Pbr-NFM421_07000;6-aminohexanoate-dimer hydrolase;Pbr-PA1G7_03535;6-aminohexanoate-dimer hydrolase;Pbr-PP1_210F_26150;6-aminohexanoate-dimer hydrolase;Pbr-TM1A3_22465;6-aminohexanoate-dimer hydrolase
Pbr-3Re2-7_06790;hypothetical protein;Pbr-51MFCVI2_09420;hypothetical protein;Pbr-BS3663_29015;hypothetical protein;Pbr-L13-6-12_09780;hypothetical protein;Pbr-LBUM300_08175;hypothetical protein;Pbr-NFM421_07005;hypothetical protein;Pbr-PA1G7_03540;hypothetical protein;Pbr-PP1_210F_26145;hypothetical protein;Pbr-TM1A3_22470;hypothetical protein
Pbr-3Re2-7_06795;YceI-like domain protein;Pbr-51MFCVI2_09425;YceI-like domain protein;Pbr-BS3663_29020;YceI-like domain protein;Pbr-L13-6-12_09775;YceI-like domain protein;Pbr-LBUM300_08180;YceI-like domain protein;Pbr-NFM421_07010;YceI-like domain protein;Pbr-PA1G7_03545;YceI-like domain protein;Pbr-PP1_210F_26140;YceI-like domain protein;Pbr-TM1A3_22475;YceI-like domain protein
Pbr-3Re2-7_06800;Major cardiolipin synthase ClsA;Pbr-51MFCVI2_09430;Major cardiolipin synthase ClsA;Pbr-BS3663_29025;Major cardiolipin synthase ClsA;Pbr-L13-6-12_09770;Major cardiolipin synthase ClsA;Pbr-LBUM300_08185;Major cardiolipin synthase ClsA;Pbr-NFM421_07015;Major cardiolipin synthase ClsA;Pbr-PA1G7_03550;Major cardiolipin synthase ClsA;Pbr-PP1_210F_26135;putative cardiolipin synthase YwiE;Pbr-TM1A3_22480;Major cardiolipin synthase ClsA
Pbr-3Re2-7_06805;Periplasmic beta-glucosidase precursor;Pbr-51MFCVI2_09435;Periplasmic beta-glucosidase precursor;Pbr-BS3663_29030;Periplasmic beta-glucosidase precursor;Pbr-L13-6-12_09765;Periplasmic beta-glucosidase precursor;Pbr-LBUM300_08190;Periplasmic beta-glucosidase precursor;Pbr-NFM421_07020;Periplasmic beta-glucosidase precursor;Pbr-PA1G7_03555;Periplasmic beta-glucosidase precursor;Pbr-PP1_210F_26130;Periplasmic beta-glucosidase precursor;Pbr-TM1A3_22485;Periplasmic beta-glucosidase precursor
Pbr-3Re2-7_06810;LemA family protein;Pbr-51MFCVI2_09440;LemA family protein;Pbr-BS3663_29035;LemA family protein;Pbr-L13-6-12_09760;LemA family protein;Pbr-LBUM300_08195;LemA family protein;Pbr-NFM421_07025;LemA family protein;Pbr-PA1G7_03560;LemA family protein;Pbr-PP1_210F_26125;LemA family protein;Pbr-TM1A3_22490;LemA family protein
Pbr-3Re2-7_06815;hypothetical protein;Pbr-51MFCVI2_09445;hypothetical protein;Pbr-BS3663_29040;hypothetical protein;Pbr-L13-6-12_09755;hypothetical protein;Pbr-LBUM300_08200;hypothetical protein;Pbr-NFM421_07030;hypothetical protein;Pbr-PA1G7_03565;hypothetical protein;Pbr-PP1_210F_26120;hypothetical protein;Pbr-TM1A3_22495;hypothetical protein
Pbr-3Re2-7_06820;hypothetical protein;Pbr-51MFCVI2_09450;hypothetical protein;Pbr-BS3663_29045;hypothetical protein;Pbr-L13-6-12_09750;hypothetical protein;Pbr-LBUM300_08205;hypothetical protein;Pbr-NFM421_07035;hypothetical protein;Pbr-PA1G7_03570;hypothetical protein;Pbr-PP1_210F_26115;hypothetical protein;Pbr-TM1A3_22500;hypothetical protein
Pbr-3Re2-7_06825;Methyltransferase domain protein;Pbr-51MFCVI2_09455;Methyltransferase domain protein;Pbr-BS3663_29050;Methyltransferase domain protein;Pbr-L13-6-12_09745;Methyltransferase domain protein;Pbr-LBUM300_08210;Methyltransferase domain protein;Pbr-NFM421_07040;Methyltransferase domain protein;Pbr-PA1G7_03575;Methyltransferase domain protein;Pbr-PP1_210F_26110;Methyltransferase domain protein;Pbr-TM1A3_22505;Methyltransferase domain protein
Pbr-3Re2-7_06830;Putative cysteine protease YraA;Pbr-51MFCVI2_09460;Putative cysteine protease YraA;Pbr-BS3663_29055;Putative cysteine protease YraA;Pbr-L13-6-12_09740;Putative cysteine protease YraA;Pbr-LBUM300_08215;Putative cysteine protease YraA;Pbr-NFM421_07045;Putative cysteine protease YraA;Pbr-PA1G7_03580;Putative cysteine protease YraA;Pbr-PP1_210F_26105;Putative cysteine protease YraA;Pbr-TM1A3_22510;Putative cysteine protease YraA
Pbr-3Re2-7_06835;hypothetical protein;Pbr-51MFCVI2_09465;hypothetical protein;Pbr-BS3663_29060;hypothetical protein;Pbr-L13-6-12_09735;hypothetical protein;Pbr-LBUM300_08220;hypothetical protein;Pbr-NFM421_07050;hypothetical protein;Pbr-PA1G7_03585;hypothetical protein;Pbr-PP1_210F_26100;hypothetical protein;Pbr-TM1A3_22515;hypothetical protein
Pbr-3Re2-7_06840;hypothetical protein;Pbr-51MFCVI2_09470;hypothetical protein;Pbr-BS3663_29065;hypothetical protein;Pbr-L13-6-12_09730;hypothetical protein;Pbr-LBUM300_08225;hypothetical protein;Pbr-NFM421_07055;hypothetical protein;Pbr-PA1G7_03590;hypothetical protein;Pbr-PP1_210F_26095;hypothetical protein;Pbr-TM1A3_22520;hypothetical protein
Pbr-3Re2-7_06845;Alcohol dehydrogenase 2;Pbr-51MFCVI2_09475;Alcohol dehydrogenase 2;Pbr-BS3663_29070;Alcohol dehydrogenase 2;Pbr-L13-6-12_09725;Alcohol dehydrogenase 2;Pbr-LBUM300_08230;Alcohol dehydrogenase 2;Pbr-NFM421_07060;Alcohol dehydrogenase 2;Pbr-PA1G7_03595;Alcohol dehydrogenase 2;Pbr-PP1_210F_26090;Alcohol dehydrogenase 2;Pbr-TM1A3_22525;Alcohol dehydrogenase 2
Pbr-3Re2-7_06850;Inner membrane transport protein YdhC;Pbr-51MFCVI2_09480;Inner membrane transport protein YdhC;Pbr-BS3663_29075;Inner membrane transport protein YdhC;Pbr-L13-6-12_09720;Inner membrane transport protein YdhC;Pbr-LBUM300_08235;Inner membrane transport protein YdhC;Pbr-NFM421_07065;Inner membrane transport protein YdhC;Pbr-PA1G7_03605;Multidrug resistance protein MdtL;Pbr-PP1_210F_26085;Inner membrane transport protein YdhC;Pbr-TM1A3_22530;Inner membrane transport protein YdhC
Pbr-3Re2-7_06855;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-51MFCVI2_09485;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-BS3663_29080;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-L13-6-12_09715;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-LBUM300_08240;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-NFM421_07070;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-PA1G7_03610;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-PP1_210F_26080;2-amino-3-ketobutyrate coenzyme A ligase;Pbr-TM1A3_22535;2-amino-3-ketobutyrate coenzyme A ligase
Pbr-3Re2-7_06860;Glutathione transferase FosA;Pbr-51MFCVI2_09490;Glutathione transferase FosA;Pbr-BS3663_29085;Glutathione transferase FosA;Pbr-L13-6-12_09710;Glutathione transferase FosA;Pbr-LBUM300_08245;Glutathione transferase FosA;Pbr-NFM421_07075;Glutathione transferase FosA;Pbr-PA1G7_03615;Glutathione transferase FosA;Pbr-PP1_210F_26075;Glutathione transferase FosA;Pbr-TM1A3_22540;Glutathione transferase FosA
Pbr-3Re2-7_06865;Cyclic di-GMP phosphodiesterase Gmr;Pbr-51MFCVI2_09495;Cyclic di-GMP phosphodiesterase Gmr;Pbr-BS3663_29090;Cyclic di-GMP phosphodiesterase Gmr;Pbr-L13-6-12_09705;Cyclic di-GMP phosphodiesterase Gmr;Pbr-LBUM300_08250;Cyclic di-GMP phosphodiesterase Gmr;Pbr-NFM421_07080;Cyclic di-GMP phosphodiesterase Gmr;Pbr-PA1G7_03620;Cyclic di-GMP phosphodiesterase Gmr;Pbr-PP1_210F_26070;Cyclic di-GMP phosphodiesterase Gmr;Pbr-TM1A3_22545;Cyclic di-GMP phosphodiesterase Gmr
Pbr-3Re2-7_06870;hypothetical protein;Pbr-51MFCVI2_09500;hypothetical protein;Pbr-BS3663_29095;hypothetical protein;Pbr-L13-6-12_09700;hypothetical protein;Pbr-LBUM300_08255;hypothetical protein;Pbr-NFM421_07085;hypothetical protein;Pbr-PA1G7_03625;hypothetical protein;Pbr-PP1_210F_26065;hypothetical protein;Pbr-TM1A3_22550;hypothetical protein
Pbr-3Re2-7_06875;Low affinity iron permease;Pbr-51MFCVI2_09505;Low affinity iron permease;Pbr-BS3663_29100;Low affinity iron permease;Pbr-L13-6-12_09695;Low affinity iron permease;Pbr-LBUM300_08260;Low affinity iron permease;Pbr-NFM421_07090;Low affinity iron permease;Pbr-PA1G7_03630;Low affinity iron permease;Pbr-PP1_210F_26060;Low affinity iron permease;Pbr-TM1A3_22555;Low affinity iron permease
Pbr-3Re2-7_06880;hypothetical protein;Pbr-51MFCVI2_09510;hypothetical protein;Pbr-BS3663_29105;hypothetical protein;Pbr-L13-6-12_09690;hypothetical protein;Pbr-LBUM300_08265;hypothetical protein;Pbr-NFM421_07095;hypothetical protein;Pbr-PA1G7_03635;hypothetical protein;Pbr-PP1_210F_26055;hypothetical protein;Pbr-TM1A3_22560;hypothetical protein
Pbr-3Re2-7_06885;hypothetical protein;Pbr-51MFCVI2_09515;hypothetical protein;Pbr-BS3663_29110;hypothetical protein;Pbr-L13-6-12_09685;hypothetical protein;Pbr-LBUM300_08270;hypothetical protein;Pbr-NFM421_07100;hypothetical protein;Pbr-PA1G7_03640;hypothetical protein;Pbr-PP1_210F_26050;hypothetical protein;Pbr-TM1A3_22565;hypothetical protein
Pbr-3Re2-7_06890;YcfA-like protein;Pbr-51MFCVI2_09520;YcfA-like protein;Pbr-BS3663_29115;YcfA-like protein;Pbr-L13-6-12_09680;YcfA-like protein;Pbr-LBUM300_08275;YcfA-like protein;Pbr-NFM421_07105;YcfA-like protein;Pbr-PA1G7_03645;YcfA-like protein;Pbr-PP1_210F_26045;YcfA-like protein;Pbr-TM1A3_22570;YcfA-like protein
Pbr-3Re2-7_06895;Homoserine/homoserine lactone efflux protein;Pbr-51MFCVI2_09525;Homoserine/homoserine lactone efflux protein;Pbr-BS3663_29120;Homoserine/homoserine lactone efflux protein;Pbr-L13-6-12_09675;Homoserine/homoserine lactone efflux protein;Pbr-LBUM300_08280;Homoserine/homoserine lactone efflux protein;Pbr-NFM421_07110;Homoserine/homoserine lactone efflux protein;Pbr-PA1G7_03650;Homoserine/homoserine lactone efflux protein;Pbr-PP1_210F_26040;Homoserine/homoserine lactone efflux protein;Pbr-TM1A3_22575;Homoserine/homoserine lactone efflux protein
Pbr-3Re2-7_06900;Leucine-responsive regulatory protein;Pbr-51MFCVI2_09530;Leucine-responsive regulatory protein;Pbr-BS3663_29125;Leucine-responsive regulatory protein;Pbr-L13-6-12_09670;Leucine-responsive regulatory protein;Pbr-LBUM300_08285;Leucine-responsive regulatory protein;Pbr-NFM421_07115;Leucine-responsive regulatory protein;Pbr-PA1G7_03655;Leucine-responsive regulatory protein;Pbr-PP1_210F_26035;Leucine-responsive regulatory protein;Pbr-TM1A3_22580;Leucine-responsive regulatory protein
Pbr-3Re2-7_06905;hypothetical protein;Pbr-51MFCVI2_09535;hypothetical protein;Pbr-BS3663_29130;hypothetical protein;Pbr-L13-6-12_09665;hypothetical protein;Pbr-LBUM300_08290;hypothetical protein;Pbr-NFM421_07120;hypothetical protein;Pbr-PA1G7_03660;hypothetical protein;Pbr-PP1_210F_26030;hypothetical protein;Pbr-TM1A3_22585;hypothetical protein
Pbr-3Re2-7_06910;hypothetical protein;Pbr-51MFCVI2_09540;hypothetical protein;Pbr-BS3663_29135;hypothetical protein;Pbr-L13-6-12_09660;hypothetical protein;Pbr-LBUM300_08295;hypothetical protein;Pbr-NFM421_07125;hypothetical protein;Pbr-PA1G7_03665;hypothetical protein;Pbr-PP1_210F_26025;hypothetical protein;Pbr-TM1A3_22590;hypothetical protein
Pbr-3Re2-7_06915;Zeta toxin;Pbr-51MFCVI2_09545;Zeta toxin;Pbr-BS3663_29140;Zeta toxin;Pbr-L13-6-12_09655;Toxin PezT;Pbr-LBUM300_08300;Zeta toxin;;;Pbr-PA1G7_03670;Zeta toxin;Pbr-PP1_210F_26020;Zeta toxin;Pbr-TM1A3_22595;Zeta toxin
Pbr-3Re2-7_06920;hypothetical protein;Pbr-51MFCVI2_09550;hypothetical protein;Pbr-BS3663_29145;hypothetical protein;Pbr-L13-6-12_09650;hypothetical protein;Pbr-LBUM300_08305;hypothetical protein;;;Pbr-PA1G7_03675;hypothetical protein;Pbr-PP1_210F_26015;hypothetical protein;Pbr-TM1A3_22600;hypothetical protein
Pbr-3Re2-7_06930;Rhamnosyltransferase 1 subunit A;Pbr-51MFCVI2_09560;Rhamnosyltransferase 1 subunit A;Pbr-BS3663_29155;Rhamnosyltransferase 1 subunit A;Pbr-L13-6-12_09640;Rhamnosyltransferase 1 subunit A;Pbr-LBUM300_08315;Rhamnosyltransferase 1 subunit A;Pbr-NFM421_07155;Rhamnosyltransferase 1 subunit A;Pbr-PA1G7_03685;Rhamnosyltransferase 1 subunit A;Pbr-PP1_210F_26005;Rhamnosyltransferase 1 subunit A;Pbr-TM1A3_22610;Rhamnosyltransferase 1 subunit A
Pbr-3Re2-7_06935;Ribosomal small subunit pseudouridine synthase A;Pbr-51MFCVI2_09565;Ribosomal small subunit pseudouridine synthase A;Pbr-BS3663_29160;Ribosomal small subunit pseudouridine synthase A;Pbr-L13-6-12_09635;Ribosomal small subunit pseudouridine synthase A;Pbr-LBUM300_08320;Ribosomal small subunit pseudouridine synthase A;Pbr-NFM421_07160;Ribosomal small subunit pseudouridine synthase A;Pbr-PA1G7_03690;Ribosomal small subunit pseudouridine synthase A;Pbr-PP1_210F_26000;Ribosomal small subunit pseudouridine synthase A;Pbr-TM1A3_22615;Ribosomal small subunit pseudouridine synthase A
Pbr-3Re2-7_06940;hypothetical protein;Pbr-51MFCVI2_09570;hypothetical protein;Pbr-BS3663_29165;hypothetical protein;Pbr-L13-6-12_09630;hypothetical protein;Pbr-LBUM300_08325;hypothetical protein;Pbr-NFM421_07165;hypothetical protein;Pbr-PA1G7_03695;hypothetical protein;Pbr-PP1_210F_25995;hypothetical protein;Pbr-TM1A3_22620;hypothetical protein
Pbr-3Re2-7_06945;Response regulator PleD;Pbr-51MFCVI2_09575;Response regulator PleD;Pbr-BS3663_29170;Response regulator PleD;Pbr-L13-6-12_09625;Response regulator PleD;Pbr-LBUM300_08330;Response regulator PleD;Pbr-NFM421_07170;Response regulator PleD;Pbr-PA1G7_03700;Response regulator PleD;Pbr-PP1_210F_25990;Response regulator PleD;Pbr-TM1A3_22625;Response regulator PleD
Pbr-3Re2-7_06950;Allophanate hydrolase;Pbr-51MFCVI2_09580;Allophanate hydrolase;Pbr-BS3663_29175;Allophanate hydrolase;Pbr-L13-6-12_09620;Allophanate hydrolase;Pbr-LBUM300_08335;Allophanate hydrolase;Pbr-NFM421_07175;Allophanate hydrolase;Pbr-PA1G7_03705;Allophanate hydrolase;Pbr-PP1_210F_25985;Allophanate hydrolase;Pbr-TM1A3_22630;Allophanate hydrolase
Pbr-3Re2-7_06955;Biotin carboxylase;Pbr-51MFCVI2_09585;Biotin carboxylase;Pbr-BS3663_29180;Biotin carboxylase;Pbr-L13-6-12_09615;Biotin carboxylase;Pbr-LBUM300_08340;Biotin carboxylase;Pbr-NFM421_07180;Biotin carboxylase;Pbr-PA1G7_03710;Biotin carboxylase;Pbr-PP1_210F_25980;Biotin carboxylase;Pbr-TM1A3_22635;Biotin carboxylase
Pbr-3Re2-7_06960;hypothetical protein;Pbr-51MFCVI2_09590;hypothetical protein;Pbr-BS3663_29185;hypothetical protein;Pbr-L13-6-12_09610;hypothetical protein;Pbr-LBUM300_08345;hypothetical protein;Pbr-NFM421_07185;hypothetical protein;Pbr-PA1G7_03715;hypothetical protein;Pbr-PP1_210F_25975;hypothetical protein;Pbr-TM1A3_22640;hypothetical protein
Pbr-3Re2-7_06965;hypothetical protein;Pbr-51MFCVI2_09595;hypothetical protein;Pbr-BS3663_29190;hypothetical protein;Pbr-L13-6-12_09605;hypothetical protein;Pbr-LBUM300_08350;hypothetical protein;Pbr-NFM421_07190;hypothetical protein;Pbr-PA1G7_03720;hypothetical protein;Pbr-PP1_210F_25970;hypothetical protein;Pbr-TM1A3_22645;hypothetical protein
Pbr-3Re2-7_06970;Bicarbonate transport ATP-binding protein CmpD;Pbr-51MFCVI2_09600;Bicarbonate transport ATP-binding protein CmpD;Pbr-BS3663_29195;Bicarbonate transport ATP-binding protein CmpD;Pbr-L13-6-12_09600;Bicarbonate transport ATP-binding protein CmpD;Pbr-LBUM300_08355;Bicarbonate transport ATP-binding protein CmpD;Pbr-NFM421_07195;Bicarbonate transport ATP-binding protein CmpD;Pbr-PA1G7_03725;Bicarbonate transport ATP-binding protein CmpD;Pbr-PP1_210F_25965;Bicarbonate transport ATP-binding protein CmpD;Pbr-TM1A3_22650;Bicarbonate transport ATP-binding protein CmpD
Pbr-3Re2-7_06975;Bicarbonate transport system permease protein CmpB;Pbr-51MFCVI2_09605;Bicarbonate transport system permease protein CmpB;Pbr-BS3663_29200;Bicarbonate transport system permease protein CmpB;Pbr-L13-6-12_09595;Bicarbonate transport system permease protein CmpB;Pbr-LBUM300_08360;Bicarbonate transport system permease protein CmpB;Pbr-NFM421_07200;Bicarbonate transport system permease protein CmpB;Pbr-PA1G7_03730;Bicarbonate transport system permease protein CmpB;Pbr-PP1_210F_25960;Bicarbonate transport system permease protein CmpB;Pbr-TM1A3_22655;Bicarbonate transport system permease protein CmpB
Pbr-3Re2-7_06980;Putative aliphatic sulfonates-binding protein precursor;Pbr-51MFCVI2_09610;Putative aliphatic sulfonates-binding protein precursor;Pbr-BS3663_29205;Putative aliphatic sulfonates-binding protein precursor;Pbr-L13-6-12_09590;Putative aliphatic sulfonates-binding protein precursor;Pbr-LBUM300_08365;Putative aliphatic sulfonates-binding protein precursor;Pbr-NFM421_07205;Putative aliphatic sulfonates-binding protein precursor;Pbr-PA1G7_03735;Putative aliphatic sulfonates-binding protein precursor;Pbr-PP1_210F_25955;Putative aliphatic sulfonates-binding protein precursor;Pbr-TM1A3_22660;Putative aliphatic sulfonates-binding protein precursor
Pbr-3Re2-7_06990;hypothetical protein;Pbr-51MFCVI2_09620;hypothetical protein;Pbr-BS3663_29215;hypothetical protein;Pbr-L13-6-12_09580;hypothetical protein;Pbr-LBUM300_08375;hypothetical protein;Pbr-NFM421_07215;hypothetical protein;Pbr-PA1G7_03745;hypothetical protein;Pbr-PP1_210F_25945;hypothetical protein;Pbr-TM1A3_22670;hypothetical protein
Pbr-3Re2-7_06995;putative enoyl-CoA hydratase echA8;Pbr-51MFCVI2_09625;putative enoyl-CoA hydratase echA8;Pbr-BS3663_29220;putative enoyl-CoA hydratase echA8;Pbr-L13-6-12_09575;putative enoyl-CoA hydratase echA8;Pbr-LBUM300_08380;putative enoyl-CoA hydratase echA8;Pbr-NFM421_07220;putative enoyl-CoA hydratase echA8;Pbr-PA1G7_03750;putative enoyl-CoA hydratase echA8;Pbr-PP1_210F_25940;putative enoyl-CoA hydratase echA8;Pbr-TM1A3_22675;putative enoyl-CoA hydratase echA8
Pbr-3Re2-7_07000;Uracil-DNA glycosylase;Pbr-51MFCVI2_09630;Uracil-DNA glycosylase;Pbr-BS3663_29225;Uracil-DNA glycosylase;Pbr-L13-6-12_09570;Uracil-DNA glycosylase;Pbr-LBUM300_08385;Uracil-DNA glycosylase;Pbr-NFM421_07225;Uracil-DNA glycosylase;Pbr-PA1G7_03755;Uracil-DNA glycosylase;Pbr-PP1_210F_25935;Uracil-DNA glycosylase;Pbr-TM1A3_22680;Uracil-DNA glycosylase
Pbr-3Re2-7_07005;Transposase;;;Pbr-BS3663_00670;Transposase;Pbr-L13-6-12_05810;Transposase;Pbr-LBUM300_24175;Transposase;Pbr-NFM421_02060;Transposase;Pbr-PA1G7_12450;Transposase;Pbr-PP1_210F_05255;Transposase;Pbr-TM1A3_08825;Transposase
Pbr-3Re2-7_07010;Putative ammonia monooxygenase;Pbr-51MFCVI2_09635;Putative ammonia monooxygenase;Pbr-BS3663_29235;Putative ammonia monooxygenase;Pbr-L13-6-12_09560;Putative ammonia monooxygenase;Pbr-LBUM300_08390;Putative ammonia monooxygenase;Pbr-NFM421_07235;Putative ammonia monooxygenase;Pbr-PA1G7_03760;Putative ammonia monooxygenase;Pbr-PP1_210F_25925;Putative ammonia monooxygenase;Pbr-TM1A3_22685;Putative ammonia monooxygenase
Pbr-3Re2-7_07015;Tripartite tricarboxylate transporter TctA family protein;Pbr-51MFCVI2_09640;Tripartite tricarboxylate transporter TctA family protein;Pbr-BS3663_29240;Tripartite tricarboxylate transporter TctA family protein;Pbr-L13-6-12_09555;Tripartite tricarboxylate transporter TctA family protein;Pbr-LBUM300_08395;Tripartite tricarboxylate transporter TctA family protein;Pbr-NFM421_07240;Tripartite tricarboxylate transporter TctA family protein;Pbr-PA1G7_03765;Tripartite tricarboxylate transporter TctA family protein;Pbr-PP1_210F_25920;Tripartite tricarboxylate transporter TctA family protein;Pbr-TM1A3_22690;Tripartite tricarboxylate transporter TctA family protein
Pbr-3Re2-7_07020;Tripartite tricarboxylate transporter TctB family protein;Pbr-51MFCVI2_09645;Tripartite tricarboxylate transporter TctB family protein;Pbr-BS3663_29245;Tripartite tricarboxylate transporter TctB family protein;Pbr-L13-6-12_09550;Tripartite tricarboxylate transporter TctB family protein;Pbr-LBUM300_08400;Tripartite tricarboxylate transporter TctB family protein;Pbr-NFM421_07245;Tripartite tricarboxylate transporter TctB family protein;Pbr-PA1G7_03770;Tripartite tricarboxylate transporter TctB family protein;Pbr-PP1_210F_25915;Tripartite tricarboxylate transporter TctB family protein;Pbr-TM1A3_22695;Tripartite tricarboxylate transporter TctB family protein
Pbr-3Re2-7_07025;Tripartite tricarboxylate transporter family receptor;Pbr-51MFCVI2_09650;Tripartite tricarboxylate transporter family receptor;Pbr-BS3663_29250;Tripartite tricarboxylate transporter family receptor;Pbr-L13-6-12_09545;Tripartite tricarboxylate transporter family receptor;Pbr-LBUM300_08405;Tripartite tricarboxylate transporter family receptor;Pbr-NFM421_07250;Tripartite tricarboxylate transporter family receptor;Pbr-PA1G7_03775;Tripartite tricarboxylate transporter family receptor;Pbr-PP1_210F_25910;Tripartite tricarboxylate transporter family receptor;Pbr-TM1A3_22700;Tripartite tricarboxylate transporter family receptor
Pbr-3Re2-7_07030;hypothetical protein;Pbr-51MFCVI2_09655;hypothetical protein;Pbr-BS3663_29255;hypothetical protein;Pbr-L13-6-12_09540;hypothetical protein;Pbr-LBUM300_08410;hypothetical protein;Pbr-NFM421_07255;hypothetical protein;Pbr-PA1G7_03780;hypothetical protein;Pbr-PP1_210F_25905;hypothetical protein;Pbr-TM1A3_22705;hypothetical protein
Pbr-3Re2-7_07035;Transcriptional regulatory protein tctD;Pbr-51MFCVI2_09660;Transcriptional regulatory protein tctD;Pbr-BS3663_29260;Transcriptional regulatory protein tctD;Pbr-L13-6-12_09535;Transcriptional regulatory protein tctD;Pbr-LBUM300_08415;Transcriptional regulatory protein tctD;Pbr-NFM421_07260;Transcriptional regulatory protein tctD;Pbr-PA1G7_03785;Transcriptional regulatory protein tctD;Pbr-PP1_210F_25900;Transcriptional regulatory protein tctD;Pbr-TM1A3_22710;Transcriptional regulatory protein tctD
Pbr-3Re2-7_07040;Sensor protein QseC;Pbr-51MFCVI2_09665;Sensor protein QseC;Pbr-BS3663_29265;Sensor protein QseC;Pbr-L13-6-12_09530;Sensor protein QseC;Pbr-LBUM300_08420;Sensor protein QseC;Pbr-NFM421_07265;Sensor protein QseC;Pbr-PA1G7_03790;Sensor protein QseC;Pbr-PP1_210F_25895;Sensor protein QseC;Pbr-TM1A3_22715;Sensor protein QseC
Pbr-3Re2-7_07045;HDOD domain protein;Pbr-51MFCVI2_09670;HDOD domain protein;Pbr-BS3663_29270;HDOD domain protein;Pbr-L13-6-12_09525;HDOD domain protein;Pbr-LBUM300_08425;HDOD domain protein;Pbr-NFM421_07270;HDOD domain protein;Pbr-PA1G7_03795;HDOD domain protein;Pbr-PP1_210F_25890;HDOD domain protein;Pbr-TM1A3_22720;HDOD domain protein
Pbr-3Re2-7_07050;tRNA-modifying protein YgfZ;Pbr-51MFCVI2_09675;tRNA-modifying protein YgfZ;Pbr-BS3663_29275;tRNA-modifying protein YgfZ;Pbr-L13-6-12_09520;tRNA-modifying protein YgfZ;Pbr-LBUM300_08430;tRNA-modifying protein YgfZ;Pbr-NFM421_07275;tRNA-modifying protein YgfZ;Pbr-PA1G7_03800;tRNA-modifying protein YgfZ;Pbr-PP1_210F_25885;tRNA-modifying protein YgfZ;Pbr-TM1A3_22725;tRNA-modifying protein YgfZ
Pbr-3Re2-7_07055;Antitoxin CptB;Pbr-51MFCVI2_09680;Antitoxin CptB;Pbr-BS3663_29280;Antitoxin CptB;Pbr-L13-6-12_09515;Antitoxin CptB;Pbr-LBUM300_08435;Antitoxin CptB;Pbr-NFM421_07280;Antitoxin CptB;Pbr-PA1G7_03805;Antitoxin CptB;Pbr-PP1_210F_25880;Antitoxin CptB;Pbr-TM1A3_22730;Antitoxin CptB
Pbr-3Re2-7_07060;hypothetical protein;Pbr-51MFCVI2_09685;hypothetical protein;Pbr-BS3663_29285;hypothetical protein;Pbr-L13-6-12_09510;hypothetical protein;Pbr-LBUM300_08440;hypothetical protein;Pbr-NFM421_07285;hypothetical protein;Pbr-PA1G7_03810;hypothetical protein;Pbr-PP1_210F_25875;hypothetical protein;Pbr-TM1A3_22735;hypothetical protein
Pbr-3Re2-7_07065;L-aspartate oxidase;Pbr-51MFCVI2_09690;L-aspartate oxidase;Pbr-BS3663_29290;L-aspartate oxidase;Pbr-L13-6-12_09505;L-aspartate oxidase;Pbr-LBUM300_08445;L-aspartate oxidase;Pbr-NFM421_07290;L-aspartate oxidase;Pbr-PA1G7_03815;L-aspartate oxidase;Pbr-PP1_210F_25870;L-aspartate oxidase;Pbr-TM1A3_22740;L-aspartate oxidase
Pbr-3Re2-7_07070;ECF RNA polymerase sigma-E factor;Pbr-51MFCVI2_09695;ECF RNA polymerase sigma-E factor;Pbr-BS3663_29295;ECF RNA polymerase sigma-E factor;Pbr-L13-6-12_09500;ECF RNA polymerase sigma-E factor;Pbr-LBUM300_08450;ECF RNA polymerase sigma-E factor;Pbr-NFM421_07295;ECF RNA polymerase sigma-E factor;Pbr-PA1G7_03820;ECF RNA polymerase sigma-E factor;Pbr-PP1_210F_25865;ECF RNA polymerase sigma-E factor;Pbr-TM1A3_22745;ECF RNA polymerase sigma-E factor
Pbr-3Re2-7_07075;Sigma factor AlgU negative regulatory protein;Pbr-51MFCVI2_09700;Sigma factor AlgU negative regulatory protein;Pbr-BS3663_29300;Sigma factor AlgU negative regulatory protein;Pbr-L13-6-12_09495;Sigma factor AlgU negative regulatory protein;Pbr-LBUM300_08455;Sigma factor AlgU negative regulatory protein;Pbr-NFM421_07300;Sigma factor AlgU negative regulatory protein;Pbr-PA1G7_03825;Sigma factor AlgU negative regulatory protein;Pbr-PP1_210F_25860;Sigma factor AlgU negative regulatory protein;Pbr-TM1A3_22750;Sigma factor AlgU negative regulatory protein
